id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.ppyycc.dict,DICT英汉词典,quick_app,ppyycc-ppc,vela_astrobox_DICT_bandpro_miband10,135d49b,media/icon.png,media/cover.png,英文;学习;词典,xiaomi,xmb10p,
